Date,Ticker,Close,Daily_Return_%,Avg_VADER_Score,News_Count,English_Avg_Score,Hindi_Avg_Score,Volume,Volume_Spike,Language_Gap,Language_Gap_Abs,Broker_Panic_Score,Is_Outage_Day,Model_Disagreement,High_Disagreement,Hype_vs_Reality,Hype_Divergence_Score
2025-05-12,TCS,3180.384033,6.625900025144582,,,,,5244013,1,,,0.0,0,0.0,0,0,
2025-05-26,TCS,3886.690186,22.208203338694087,,,,,2085593,0,,,0.0,0,0.0,0,0,
2025-06-02,TCS,2967.093994,-25.596754975039815,,,,,9953283,0,,,0.0,0,0.0,0,0,
2025-06-09,TCS,2957.142334,-0.31906033872545203,,,,,4655495,0,,,0.0,0,0.0,0,0,
2025-06-30,TCS,3330.017578,16.67051959488103,,,,,14370392,1,,,0.0,0,0.0,0,0,
2025-07-07,TCS,2938.383545,-11.897608339611542,,,,,9075713,0,,,0.0,0,0.0,0,0,
2025-07-28,TCS,3899.408691,32.70591232500249,0.0,1.0,,0.0,2181277,0,,,0.0,0,0.0,0,0,-1.0
2025-08-04,TCS,2962.10376,-24.853471624325863,0.0,1.0,,0.0,19936607,1,,,0.0,0,0.0,0,0,1.0
2025-08-11,TCS,3178.714355,7.312728133466884,0.0,1.0,,0.0,2544725,0,,,0.0,0,0.0,0,0,-1.0
2025-09-01,TCS,3299.836914,7.661273565789806,0.0,1.0,,0.0,11668110,0,,,0.0,0,0.0,0,0,-1.0
2025-09-08,TCS,3151.018066,-3.994174679887407,,,,,8435498,0,,,0.0,0,0.0,0,0,
2025-09-29,TCS,3469.73877,13.787169168151692,,,,,10238437,1,,,0.0,0,0.0,0,0,
2025-10-06,TCS,3132.259033,-9.67589108969027,0.0,1.0,,0.0,19295184,1,,,0.0,0,0.0,0,0,1.0
2025-10-27,TCS,3831.148682,22.31263894961526,0.0,1.0,,0.0,1810908,0,,,0.0,0,0.0,0,0,-1.0
2025-11-03,TCS,3057.017822,-20.78434808914644,0.0,1.0,,0.0,23734635,1,,,0.0,0,0.0,0,0,1.0
2025-11-10,TCS,3134.910645,2.6482118117420184,0.0,1.0,,0.0,4721230,0,,,0.0,0,0.0,0,0,-1.0
2025-12-01,TCS,3348.986084,9.51432844953647,0.0,1.0,,0.0,11140981,0,,,0.0,0,0.0,0,0,-1.0
2025-12-08,TCS,3163.0,-4.930122358030065,0.0,1.0,,0.0,10412268,0,,,0.0,0,0.0,0,0,1.0
